local_gov,type,county,fy_year,fy_total
Altamont,Muni,Effingham,2008,63418.18
Altamont,Muni,Effingham,2009,58647.65
Altamont,Muni,Effingham,2010,57396.86
Altamont,Muni,Effingham,2011,57359.83
Altamont,Muni,Effingham,2012,57425.64
Altamont,Muni,Effingham,2013,55926.47
Altamont,Muni,Effingham,2014,57823.09
Altamont,Muni,Effingham,2015,54666.47
Altamont,Muni,Effingham,2016,59513.25
Altamont,Muni,Effingham,2017,59467.719999999994
Altamont,Muni,Effingham,2018,59341.4
Altamont,Muni,Effingham,2019,58492.94
Altamont,Muni,Effingham,2020,87631.12000000001
Altamont,Muni,Effingham,2021,87342.48999999999
Alto,Twp,Lee,2005,67575.52
Alto,Twp,Lee,2006,68043.70999999999
Alto,Twp,Lee,2007,68692.98999999999
Alto,Twp,Lee,2008,66499.61
Alto,Twp,Lee,2009,62034.44
Alto,Twp,Lee,2010,61004.350000000006
Alto,Twp,Lee,2011,61013.15
Alto,Twp,Lee,2012,59208.68
Alto,Twp,Lee,2013,57637.15
Alto,Twp,Lee,2014,58830.54
Alto,Twp,Lee,2015,55686.4
Alto,Twp,Lee,2016,60764.28
Alto,Twp,Lee,2017,60630.17
Alto,Twp,Lee,2018,60684.52
Alto,Twp,Lee,2019,59923.2
Alto,Twp,Lee,2020,89781.31
Alto,Twp,Lee,2021,89447.58
Alto Pass,Muni,Union,2005,11214
Alto Pass,Muni,Union,2006,11237.57
Alto Pass,Muni,Union,2007,11233.1
Alto Pass,Muni,Union,2008,10778.04
Alto Pass,Muni,Union,2009,9967.28
Alto Pass,Muni,Union,2010,9754.730000000001
Alto Pass,Muni,Union,2011,9748.39
Alto Pass,Muni,Union,2012,9682.369999999999
Alto Pass,Muni,Union,2013,9429.6
Alto Pass,Muni,Union,2014,9749.39
Alto Pass,Muni,Union,2015,9217.17
Alto Pass,Muni,Union,2016,10034.369999999999
Alto Pass,Muni,Union,2017,10026.67
Alto Pass,Muni,Union,2018,10005.38
Alto Pass,Muni,Union,2019,9862.32
Alto Pass,Muni,Union,2020,14775.240000000002
Alto Pass,Muni,Union,2021,14726.57
Alton,Muni,Madison,2005,881629.47
Alton,Muni,Madison,2006,883482.4600000001
Alton,Muni,Madison,2007,883130.74
Alton,Muni,Madison,2008,847353.38
Alton,Muni,Madison,2009,783612.7899999999
Alton,Muni,Madison,2010,766900.7899999999
Alton,Muni,Madison,2011,766405.8200000001
Alton,Muni,Madison,2012,690023.88
Alton,Muni,Madison,2013,672010.04
Alton,Muni,Madison,2014,694799.7
Alton,Muni,Madison,2015,656869.81
Alton,Muni,Madison,2016,715108.6799999999
Alton,Muni,Madison,2017,714561.48
Alton,Muni,Madison,2018,713043.75
Alton,Muni,Madison,2019,702848.4
Alton,Muni,Madison,2020,1052971.53
Alton,Muni,Madison,2021,1049503.34
Altona,Muni,Knox,2005,16474.19
Altona,Muni,Knox,2006,16508.79
Altona,Muni,Knox,2007,16502.25
Altona,Muni,Knox,2008,15833.7
Altona,Muni,Knox,2009,14642.68
Altona,Muni,Knox,2010,14330.369999999999
Altona,Muni,Knox,2011,14321.11
Altona,Muni,Knox,2012,13149.210000000001
Altona,Muni,Knox,2013,12805.93
Altona,Muni,Knox,2014,13240.210000000001
Altona,Muni,Knox,2015,12517.44
Altona,Muni,Knox,2016,13627.230000000001
Altona,Muni,Knox,2017,13616.8
Altona,Muni,Knox,2018,13587.859999999999
Altona,Muni,Knox,2019,13393.59
Altona,Muni,Knox,2020,20065.629999999997
Altona,Muni,Knox,2021,19999.51
Alvan,Muni,Vermilion,2005,9133.07
Alvan,Muni,Vermilion,2006,9152.25
Alvan,Muni,Vermilion,2007,9148.61
Alvan,Muni,Vermilion,2008,8777.98
Alvan,Muni,Vermilion,2009,8117.67
Alvan,Muni,Vermilion,2010,7944.53
Alvan,Muni,Vermilion,2011,7939.42
Alvan,Muni,Vermilion,2012,6686.02
Alvan,Muni,Vermilion,2013,6511.49
Alvan,Muni,Vermilion,2014,6732.320000000001
Alvan,Muni,Vermilion,2015,6364.8
Alvan,Muni,Vermilion,2016,6929.09
Alvan,Muni,Vermilion,2017,6923.81
Alvan,Muni,Vermilion,2018,6909.09
Alvan,Muni,Vermilion,2019,6810.29
Alvan,Muni,Vermilion,2020,10202.849999999999
Alvan,Muni,Vermilion,2021,10169.220000000001
Amboy,Twp,Lee,2005,54769.78999999999
Amboy,Twp,Lee,2006,55240.850000000006
Amboy,Twp,Lee,2007,53017.950000000004
Amboy,Twp,Lee,2008,43096.94
Amboy,Twp,Lee,2009,40203.119999999995
Amboy,Twp,Lee,2010,39695.75
Amboy,Twp,Lee,2011,40185.659999999996
Amboy,Twp,Lee,2012,38998.759999999995
Amboy,Twp,Lee,2013,37858.93
Amboy,Twp,Lee,2014,38620.24
Amboy,Twp,Lee,2015,36556.189999999995
Amboy,Twp,Lee,2016,39889.67
Amboy,Twp,Lee,2017,39389.86
Amboy,Twp,Lee,2018,38349.8
Amboy,Twp,Lee,2019,37868.68
Amboy,Twp,Lee,2020,56737.619999999995
Amboy,Twp,Lee,2021,56526.729999999996
Amboy,Muni,Lee,2005,74018.29
Amboy,Muni,Lee,2006,74173.85
Amboy,Muni,Lee,2007,74144.31
Amboy,Muni,Lee,2008,71140.54
Amboy,Muni,Lee,2009,65789.15000000001
Amboy,Muni,Lee,2010,64386.09
Amboy,Muni,Lee,2011,64344.53
Amboy,Muni,Lee,2012,61907.759999999995
Amboy,Muni,Lee,2013,60291.59
Amboy,Muni,Lee,2014,62336.229999999996
Amboy,Muni,Lee,2015,58933.219999999994
Amboy,Muni,Lee,2016,64158.32
Amboy,Muni,Lee,2017,64109.21
Amboy,Muni,Lee,2018,63973.07
Amboy,Muni,Lee,2019,63058.36
Amboy,Muni,Lee,2020,94470.8
Amboy,Muni,Lee,2021,94159.64
Amity,Twp,Livingston,2005,77760.27
Amity,Twp,Livingston,2006,78435.86
Amity,Twp,Livingston,2007,79213.18000000001
Amity,Twp,Livingston,2008,76683.86
Amity,Twp,Livingston,2009,71534.86
Amity,Twp,Livingston,2010,70346.98999999999
Amity,Twp,Livingston,2011,70357.15000000001
Amity,Twp,Livingston,2012,68280.61
Amity,Twp,Livingston,2013,66537.48
Amity,Twp,Livingston,2014,68836.40999999999
Amity,Twp,Livingston,2015,65157.340000000004
Amity,Twp,Livingston,2016,71098.87000000001
Amity,Twp,Livingston,2017,70946.38
Amity,Twp,Livingston,2018,71034.51
Amity,Twp,Livingston,2019,70751.65000000001
Amity,Twp,Livingston,2020,106095.34
Amity,Twp,Livingston,2021,105700.95999999999
Anchor,Twp,McLean,2005,84017.18000000001
Anchor,Twp,McLean,2006,84743.48999999999
Anchor,Twp,McLean,2007,85453.06
Anchor,Twp,McLean,2008,82597.77
Anchor,Twp,McLean,2009,77051.64
Anchor,Twp,McLean,2010,75772.15000000001
Anchor,Twp,McLean,2011,75783.1
Anchor,Twp,McLean,2012,73547.22
Anchor,Twp,McLean,2013,71670.76
Anchor,Twp,McLean,2014,74147.04
Anchor,Twp,McLean,2015,71395.97
Anchor,Twp,McLean,2016,76584.05
Anchor,Twp,McLean,2017,76418.82
Anchor,Twp,McLean,2018,76512.73
Anchor,Twp,McLean,2019,75553
Anchor,Twp,McLean,2020,113199.15000000001
Anchor,Twp,McLean,2021,112778.38
Anchor,Muni,McLean,2005,5057.88
Anchor,Muni,McLean,2006,5068.51
Anchor,Muni,McLean,2007,5066.48
Anchor,Muni,McLean,2008,4861.23
Anchor,Muni,McLean,2009,4495.57
Anchor,Muni,McLean,2010,4399.6900000000005
Anchor,Muni,McLean,2011,4396.860000000001
Anchor,Muni,McLean,2012,3615.4
Anchor,Muni,McLean,2013,3521.03
Anchor,Muni,McLean,2014,3640.42
Anchor,Muni,McLean,2015,3441.71
Anchor,Muni,McLean,2016,3746.84
Anchor,Muni,McLean,2017,3743.9700000000003
Anchor,Muni,McLean,2018,3736.03
Anchor,Muni,McLean,2019,3682.6
Anchor,Muni,McLean,2020,5517.08
Anchor,Muni,McLean,2021,5498.92
Andalusia,Twp,Rock Island,2005,20597.440000000002
Andalusia,Twp,Rock Island,2006,20770.53
Andalusia,Twp,Rock Island,2007,21100.780000000002
Andalusia,Twp,Rock Island,2008,20470.109999999997
Andalusia,Twp,Rock Island,2009,18450.47
Andalusia,Twp,Rock Island,2010,18325.43
Andalusia,Twp,Rock Island,2011,18263.67
Andalusia,Twp,Rock Island,2012,18988.45
Andalusia,Twp,Rock Island,2013,17589.04
Andalusia,Twp,Rock Island,2014,18198.88
Andalusia,Twp,Rock Island,2015,17229.36
Andalusia,Twp,Rock Island,2016,18800.47
Andalusia,Twp,Rock Island,2017,18751.1
Andalusia,Twp,Rock Island,2018,18726.45
Andalusia,Twp,Rock Island,2019,18491.56
Andalusia,Twp,Rock Island,2020,28691.52
Andalusia,Twp,Rock Island,2021,28584.87
Andalusia,Muni,Rock Island,2005,30347.21
Andalusia,Muni,Rock Island,2006,30410.97
Andalusia,Muni,Rock Island,2007,30398.89
Andalusia,Muni,Rock Island,2008,29167.32
Andalusia,Muni,Rock Island,2009,26973.29
Andalusia,Muni,Rock Island,2010,26398.04
Andalusia,Muni,Rock Island,2011,26381
Andalusia,Muni,Rock Island,2012,29170.940000000002
Andalusia,Muni,Rock Island,2013,28409.38
Andalusia,Muni,Rock Island,2014,29372.829999999998
Andalusia,Muni,Rock Island,2015,27769.35
Andalusia,Muni,Rock Island,2016,30231.41
Andalusia,Muni,Rock Island,2017,30208.260000000002
Andalusia,Muni,Rock Island,2018,30144.12
Andalusia,Muni,Rock Island,2019,29713.1
Andalusia,Muni,Rock Island,2020,44514.64
Andalusia,Muni,Rock Island,2021,44368.01
Anderson,Twp,Clark,2005,64156.850000000006
Anderson,Twp,Clark,2006,64714.259999999995
Anderson,Twp,Clark,2007,65631.11
Anderson,Twp,Clark,2008,63591.82
Anderson,Twp,Clark,2009,59321.91
Anderson,Twp,Clark,2010,58336.850000000006
Anderson,Twp,Clark,2011,58717.82
Anderson,Twp,Clark,2012,57360.42
Anderson,Twp,Clark,2013,55896.08
Anderson,Twp,Clark,2014,57819.07
Anderson,Twp,Clark,2015,54214.18
Anderson,Twp,Clark,2016,58949.36
Anderson,Twp,Clark,2017,58741.91
Anderson,Twp,Clark,2018,58814.87
Anderson,Twp,Clark,2019,58023.48
Anderson,Twp,Clark,2020,85916.43
Anderson,Twp,Clark,2021,85597.13
Andover,Twp,Henry,2005,66507.17000000001
Andover,Twp,Henry,2006,67085.02
Andover,Twp,Henry,2007,67743.77
Andover,Twp,Henry,2008,65572.5
Andover,Twp,Henry,2009,61169.57
Andover,Twp,Henry,2010,60160.28
Andover,Twp,Henry,2011,60163.61
Andover,Twp,Henry,2012,58398.51
Andover,Twp,Henry,2013,56907.840000000004
Andover,Twp,Henry,2014,58874.310000000005
Andover,Twp,Henry,2015,55727.71
Andover,Twp,Henry,2016,60809.36
Andover,Twp,Henry,2017,60636.32
Andover,Twp,Henry,2018,60481.24
Andover,Twp,Henry,2019,59722.61
Andover,Twp,Henry,2020,89480.67000000001
Andover,Twp,Henry,2021,89147.89
Andover,Muni,Henry,2005,17167.85
Andover,Muni,Henry,2006,17203.93
Andover,Muni,Henry,2007,17197.09
Andover,Muni,Henry,2008,16500.35
Andover,Muni,Henry,2009,15259.18
Andover,Muni,Henry,2010,14933.77
Andover,Muni,Henry,2011,14924.11
Andover,Muni,Henry,2012,14313.07
Andover,Muni,Henry,2013,13939.42
Andover,Muni,Henry,2014,14412.15
Andover,Muni,Henry,2015,13625.359999999999
Andover,Muni,Henry,2016,14833.4
Andover,Muni,Henry,2017,14822.06
Andover,Muni,Henry,2018,14790.58
Andover,Muni,Henry,2019,14579.09
Andover,Muni,Henry,2020,21841.649999999998
Andover,Muni,Henry,2021,21769.7
Anna,Muni,Union,2005,148441.17
Anna,Muni,Union,2006,148753.16
Anna,Muni,Union,2007,148693.93
Anna,Muni,Union,2008,142670.03
Anna,Muni,Union,2009,131937.93
Anna,Muni,Union,2010,129124.11
Anna,Muni,Union,2011,129040.81
Anna,Muni,Union,2012,109997.70999999999
Anna,Muni,Union,2013,107126.1
Anna,Muni,Union,2014,110759.03
Anna,Muni,Union,2015,104712.57
Anna,Muni,Union,2016,113996.52
Anna,Muni,Union,2017,113909.27
Anna,Muni,Union,2018,113667.33
Anna,Muni,Union,2019,112042.06
Anna,Muni,Union,2020,167855.71000000002
Anna,Muni,Union,2021,167302.81
Annawan,Twp,Henry,2005,64285.06
Annawan,Twp,Henry,2006,64843.57
Annawan,Twp,Henry,2007,65486.2
Annawan,Twp,Henry,2008,62908.65
Annawan,Twp,Henry,2009,58443.92
Annawan,Twp,Henry,2010,57467.01
Annawan,Twp,Henry,2011,57480.67
Annawan,Twp,Henry,2012,55776.54
Annawan,Twp,Henry,2013,54352.810000000005
Annawan,Twp,Henry,2014,56230.98
Annawan,Twp,Henry,2015,53225.659999999996
Annawan,Twp,Henry,2016,58079.13
Annawan,Twp,Henry,2017,57954.68
Annawan,Twp,Henry,2018,58027.54
Annawan,Twp,Henry,2019,57299.689999999995
Annawan,Twp,Henry,2020,85850.43999999999
Annawan,Twp,Henry,2021,85531.20999999999
Annawan,Muni,Henry,2005,25087
Annawan,Muni,Henry,2006,25139.760000000002
Annawan,Muni,Henry,2007,25129.72
Annawan,Muni,Henry,2008,24111.69
Annawan,Muni,Henry,2009,22297.93
Annawan,Muni,Henry,2010,21822.38
Annawan,Muni,Henry,2011,21808.3
Annawan,Muni,Henry,2012,21742
Annawan,Muni,Henry,2013,21174.41
Annawan,Muni,Henry,2014,21892.480000000003
Annawan,Muni,Henry,2015,20697.35
Annawan,Muni,Henry,2016,22532.39
Annawan,Muni,Henry,2017,22515.16
Annawan,Muni,Henry,2018,22467.34
Annawan,Muni,Henry,2019,22146.1
Annawan,Muni,Henry,2020,33178.159999999996
Annawan,Muni,Henry,2021,33068.87
Antioch,Twp,Lake,2005,149580.63
Antioch,Twp,Lake,2006,150094.06
Antioch,Twp,Lake,2007,151404.58
Antioch,Twp,Lake,2008,146335.87999999998
Antioch,Twp,Lake,2009,137055.76
Antioch,Twp,Lake,2010,135561.62
Antioch,Twp,Lake,2011,136025.05
Antioch,Twp,Lake,2012,114619.12000000001
Antioch,Twp,Lake,2013,111253.26
Antioch,Twp,Lake,2014,115025.83
Antioch,Twp,Lake,2015,109952.06
Antioch,Twp,Lake,2016,120180.73
Antioch,Twp,Lake,2017,119115.98999999999
Antioch,Twp,Lake,2018,118609.66
Antioch,Twp,Lake,2019,119520.22
Antioch,Twp,Lake,2020,178423.87999999998
Antioch,Twp,Lake,2021,178256.08
Antioch,Muni,Lake,2005,253991.6
Antioch,Muni,Lake,2006,254525.43
Antioch,Muni,Lake,2007,397327.75
Antioch,Muni,Lake,2008,381231.24
Antioch,Muni,Lake,2009,352553.8
Antioch,Muni,Lake,2010,345034.95
Antioch,Muni,Lake,2011,344812.26
Antioch,Muni,Lake,2012,357331.59
Antioch,Muni,Lake,2013,348003.05
Antioch,Muni,Lake,2014,359804.79000000004
Antioch,Muni,Lake,2015,340162.61
Antioch,Muni,Lake,2016,370321.83
Antioch,Muni,Lake,2017,370038.48000000004
Antioch,Muni,Lake,2018,369252.52
Antioch,Muni,Lake,2019,363972.8
Antioch,Muni,Lake,2020,545285.4600000001
Antioch,Muni,Lake,2021,543489.4500000001
Appanoose,Twp,Hancock,2005,63353.82
Appanoose,Twp,Hancock,2006,64024.6
Appanoose,Twp,Hancock,2007,64659.07
Appanoose,Twp,Hancock,2008,62594.48
Appanoose,Twp,Hancock,2009,58391.53
Appanoose,Twp,Hancock,2010,57402.37
Appanoose,Twp,Hancock,2011,57404.42
Appanoose,Twp,Hancock,2012,55719.46
Appanoose,Twp,Hancock,2013,54307.77
Appanoose,Twp,Hancock,2014,56184.15
Appanoose,Twp,Hancock,2015,53181.340000000004
Appanoose,Twp,Hancock,2016,58030.759999999995
Appanoose,Twp,Hancock,2017,57918.86
Appanoose,Twp,Hancock,2018,57902.43
Appanoose,Twp,Hancock,2019,57052.53
Appanoose,Twp,Hancock,2020,85480.37000000001
Appanoose,Twp,Hancock,2021,85162.64
Apple River,Twp,Jo Daviess,2014,17277.08
Apple River,Twp,Jo Daviess,2015,16353.7
Apple River,Twp,Jo Daviess,2016,17844.93
Apple River,Twp,Jo Daviess,2017,17782.24
Apple River,Twp,Jo Daviess,2018,17750.7
Apple River,Twp,Jo Daviess,2019,17528.06
Apple River,Twp,Jo Daviess,2020,26261.89
Apple River,Twp,Jo Daviess,2021,26164.280000000002
Apple River,Twp,JoDaviess,2005,19514.85
Apple River,Twp,JoDaviess,2006,19684.420000000002
Apple River,Twp,JoDaviess,2007,19879.47
Apple River,Twp,JoDaviess,2008,19244.71
Apple River,Twp,JoDaviess,2009,17952.5
Apple River,Twp,JoDaviess,2010,17654.38
Apple River,Twp,JoDaviess,2011,17656.93
Apple River,Twp,JoDaviess,2012,17137.58
Apple River,Twp,JoDaviess,2013,16700.09
Apple River,Muni,Jo Daviess,2014,9126.03
Apple River,Muni,Jo Daviess,2015,8627.82
Apple River,Muni,Jo Daviess,2016,9392.78
Apple River,Muni,Jo Daviess,2017,9385.6
Apple River,Muni,Jo Daviess,2018,9365.67
Apple River,Muni,Jo Daviess,2019,9231.76
Apple River,Muni,Jo Daviess,2020,13830.54
Apple River,Muni,Jo Daviess,2021,13784.97
Apple River,Muni,JoDaviess,2005,10953.91
Apple River,Muni,JoDaviess,2006,10976.93
Apple River,Muni,JoDaviess,2007,10972.56
Apple River,Muni,JoDaviess,2008,10528.03
Apple River,Muni,JoDaviess,2009,9736.07
Apple River,Muni,JoDaviess,2010,9528.449999999999
Apple River,Muni,JoDaviess,2011,9522.26
Apple River,Muni,JoDaviess,2012,9063.31
Apple River,Muni,JoDaviess,2013,8826.69
Arcola,Twp,Douglas,2005,128100.04
Arcola,Twp,Douglas,2006,129212.98999999999
Arcola,Twp,Douglas,2007,130493.51
Arcola,Twp,Douglas,2008,126326.8
Arcola,Twp,Douglas,2009,117797.03
Arcola,Twp,Douglas,2010,115810.26
Arcola,Twp,Douglas,2011,115756.53
Arcola,Twp,Douglas,2012,112005.45999999999
Arcola,Twp,Douglas,2013,109026.89
Arcola,Twp,Douglas,2014,112793.83
Arcola,Twp,Douglas,2015,106765.43
Arcola,Twp,Douglas,2016,116501.09
Arcola,Twp,Douglas,2017,116251.22
Arcola,Twp,Douglas,2018,116395.63
Arcola,Twp,Douglas,2019,114935.66
Arcola,Twp,Douglas,2020,172205.18
Arcola,Twp,Douglas,2021,171565.09
Arcola,Muni,Douglas,2005,76648.34
Arcola,Muni,Douglas,2006,76809.45999999999
Arcola,Muni,Douglas,2007,76778.89
Arcola,Muni,Douglas,2008,73668.42
Arcola,Muni,Douglas,2009,68126.84
Arcola,Muni,Douglas,2010,66673.9
Arcola,Muni,Douglas,2011,66630.86
Arcola,Muni,Douglas,2012,72209.2
Arcola,Muni,Douglas,2013,70324.11
Arcola,Muni,Douglas,2014,72708.98999999999
Arcola,Muni,Douglas,2015,68739.72
Arcola,Muni,Douglas,2016,74834.26
Arcola,Muni,Douglas,2017,74777.03
Arcola,Muni,Douglas,2018,74618.17000000001
Arcola,Muni,Douglas,2019,73551.26
Arcola,Muni,Douglas,2020,110190.75
Arcola,Muni,Douglas,2021,109827.8
Arenzville,Twp,Cass,2005,67148.2
Arenzville,Twp,Cass,2006,67731.58
Arenzville,Twp,Cass,2007,68402.78
Arenzville,Twp,Cass,2008,66218.68000000001
Arenzville,Twp,Cass,2009,61772.36
Arenzville,Twp,Cass,2010,60746.57
Arenzville,Twp,Cass,2011,60773.310000000005
Arenzville,Twp,Cass,2012,59122.49
Arenzville,Twp,Cass,2013,57613.13
Arenzville,Twp,Cass,2014,59603.71
Arenzville,Twp,Cass,2015,56531.93
Arenzville,Twp,Cass,2016,61694.68
Arenzville,Twp,Cass,2017,61840.689999999995
Arenzville,Twp,Cass,2018,61927.04
Arenzville,Twp,Cass,2019,61224.07
Arenzville,Twp,Cass,2020,91762.63
Arenzville,Twp,Cass,2021,91421.55
Arenzville,Muni,Cass,2005,12109.98
Arenzville,Muni,Cass,2006,12135.43
Arenzville,Muni,Cass,2007,12130.62
Arenzville,Muni,Cass,2008,11639.15
Arenzville,Muni,Cass,2009,10763.61
Arenzville,Muni,Cass,2010,10534.04
Arenzville,Muni,Cass,2011,10527.27
Arenzville,Muni,Cass,2012,10128.130000000001
Arenzville,Muni,Cass,2013,9863.710000000001
Arenzville,Muni,Cass,2014,10198.210000000001
Arenzville,Muni,Cass,2015,9641.47
Arenzville,Muni,Cass,2016,10496.32
Arenzville,Muni,Cass,2017,10488.27
Arenzville,Muni,Cass,2018,10465.99
Arenzville,Muni,Cass,2019,10316.32
Arenzville,Muni,Cass,2020,15455.41
Arenzville,Muni,Cass,2021,15404.52
Argenta,Muni,Macon,2005,26618.829999999998
Argenta,Muni,Macon,2006,26674.780000000002
Argenta,Muni,Macon,2007,26664.18
Argenta,Muni,Macon,2008,25583.97
Argenta,Muni,Macon,2009,23659.41
Argenta,Muni,Macon,2010,23154.86
Argenta,Muni,Macon,2011,23139.940000000002
Argenta,Muni,Macon,2012,23450.649999999998
Argenta,Muni,Macon,2013,22838.440000000002
Argenta,Muni,Macon,2014,23612.97
Argenta,Muni,Macon,2015,22323.9
Argenta,Muni,Macon,2016,24303.19
Argenta,Muni,Macon,2017,24284.57
Argenta,Muni,Macon,2018,24233.01
Argenta,Muni,Macon,2019,23886.480000000003
Argenta,Muni,Macon,2020,35785.53
Argenta,Muni,Macon,2021,35667.659999999996
Arispie,Twp,Bureau,2005,46735.92
Arispie,Twp,Bureau,2006,47184.47
Arispie,Twp,Bureau,2007,47696.219999999994
Arispie,Twp,Bureau,2008,46173.24
Arispie,Twp,Bureau,2009,42851.98
Arispie,Twp,Bureau,2010,42074.17
Arispie,Twp,Bureau,2011,42080.259999999995
Arispie,Twp,Bureau,2012,40838.33
Arispie,Twp,Bureau,2013,39798.75
Arispie,Twp,Bureau,2014,41174.49
Arispie,Twp,Bureau,2015,38973.87
Arispie,Twp,Bureau,2016,42527.810000000005
Arispie,Twp,Bureau,2017,42436.6
Arispie,Twp,Bureau,2018,42489.3
Arispie,Twp,Bureau,2019,41722.94
Arispie,Twp,Bureau,2020,62245.15
Arispie,Twp,Bureau,2021,62013.74
Arlington,Muni,Bureau,2005,6098.33
Arlington,Muni,Bureau,2006,6111.160000000001
Arlington,Muni,Bureau,2007,6108.71
Arlington,Muni,Bureau,2008,5861.2699999999995
Arlington,Muni,Bureau,2009,5420.320000000001
Arlington,Muni,Bureau,2010,5304.7699999999995
Arlington,Muni,Bureau,2011,5301.35
Arlington,Muni,Bureau,2012,4779.28
Arlington,Muni,Bureau,2013,4654.51
Arlington,Muni,Bureau,2014,4812.35
Arlington,Muni,Bureau,2015,4549.6500000000005
Arlington,Muni,Bureau,2016,4953.02
Arlington,Muni,Bureau,2017,4949.23
Arlington,Muni,Bureau,2018,4938.73
Arlington,Muni,Bureau,2019,4868.110000000001
Arlington,Muni,Bureau,2020,7293.1500000000005
Arlington,Muni,Bureau,2021,7269.110000000001
Arlington Heights,Muni,Cook,2005,2207220.2
Arlington Heights,Muni,Cook,2006,2228487.7
Arlington Heights,Muni,Cook,2007,2227600.6
Arlington Heights,Muni,Cook,2008,2137356.1
Arlington Heights,Muni,Cook,2009,1976577.47
Arlington Heights,Muni,Cook,2010,1934423.24
Arlington Heights,Muni,Cook,2011,1933174.75
Arlington Heights,Muni,Cook,2012,1859733.83
Arlington Heights,Muni,Cook,2013,1811183.41
Arlington Heights,Muni,Cook,2014,1872605.51
Arlington Heights,Muni,Cook,2015,1770377.8800000001
Arlington Heights,Muni,Cook,2016,1927341.6800000002
Arlington Heights,Muni,Cook,2017,1925866.92
Arlington Heights,Muni,Cook,2018,1921776.3800000001
Arlington Heights,Muni,Cook,2019,1894298.11
Arlington Heights,Muni,Cook,2020,2837940.67
Arlington Heights,Muni,Cook,2021,2828593.27
Armington,Muni,Tazewell,2005,10635.99
Armington,Muni,Tazewell,2006,10658.33
Armington,Muni,Tazewell,2007,10654.12
Armington,Muni,Tazewell,2008,10222.46
Armington,Muni,Tazewell,2009,9453.5
Armington,Muni,Tazewell,2010,9251.89
Armington,Muni,Tazewell,2011,9245.94
Armington,Muni,Tazewell,2012,8493.76
Armington,Muni,Tazewell,2013,8272.01
Armington,Muni,Tazewell,2014,8552.54
Armington,Muni,Tazewell,2015,8085.63
Armington,Muni,Tazewell,2016,8802.51
Armington,Muni,Tazewell,2017,8795.79
Armington,Muni,Tazewell,2018,8777.11
Armington,Muni,Tazewell,2019,8651.6
Armington,Muni,Tazewell,2020,12961.41
Armington,Muni,Tazewell,2021,12918.69
Aroma,Twp,Kankakee,2005,70680.8
Aroma,Twp,Kankakee,2006,71294.9
Aroma,Twp,Kankakee,2007,72001.42
Aroma,Twp,Kankakee,2008,69671.23
Aroma,Twp,Kankakee,2009,64615.91
Aroma,Twp,Kankakee,2010,63554.6
Aroma,Twp,Kankakee,2011,63179.340000000004
Aroma,Twp,Kankakee,2012,61224.189999999995
Aroma,Twp,Kankakee,2013,58984
Aroma,Twp,Kankakee,2014,60856.33
Aroma,Twp,Kankakee,2015,58512.719999999994
Aroma,Twp,Kankakee,2016,63889.98
Aroma,Twp,Kankakee,2017,62981.91
Aroma,Twp,Kankakee,2018,63059.82
Aroma,Twp,Kankakee,2019,62268.840000000004
Aroma,Twp,Kankakee,2020,93295.81
Aroma,Twp,Kankakee,2021,92949.04
Aroma Park,Muni,Kankakee,2005,23728.62
Aroma Park,Muni,Kankakee,2006,23778.47
Aroma Park,Muni,Kankakee,2007,23769.03
Aroma Park,Muni,Kankakee,2008,22806.08
Aroma Park,Muni,Kankakee,2009,21090.55
Aroma Park,Muni,Kankakee,2010,20640.74
Aroma Park,Muni,Kankakee,2011,20627.420000000002
Aroma Park,Muni,Kankakee,2012,18399
Aroma Park,Muni,Kankakee,2013,17918.66
Aroma Park,Muni,Kankakee,2014,18526.34
Aroma Park,Muni,Kankakee,2015,17514.980000000003
Aroma Park,Muni,Kankakee,2016,19067.85
Aroma Park,Muni,Kankakee,2017,19053.260000000002
Aroma Park,Muni,Kankakee,2018,19012.79
Aroma Park,Muni,Kankakee,2019,18740.95
Aroma Park,Muni,Kankakee,2020,28076.72
Aroma Park,Muni,Kankakee,2021,27984.24
Arrington,Twp,Wayne,2005,28260.93
Arrington,Twp,Wayne,2006,30165.86
Arrington,Twp,Wayne,2007,30704.329999999998
Arrington,Twp,Wayne,2008,29723.93
Arrington,Twp,Wayne,2009,27728.109999999997
Arrington,Twp,Wayne,2010,27267.649999999998
Arrington,Twp,Wayne,2011,27271.609999999997
Arrington,Twp,Wayne,2012,26523.7
Arrington,Twp,Wayne,2013,25862.940000000002
Arrington,Twp,Wayne,2014,27151.32
Arrington,Twp,Wayne,2015,25959.649999999998
Arrington,Twp,Wayne,2016,28326.79
Arrington,Twp,Wayne,2017,28266.03
Arrington,Twp,Wayne,2018,28301.17
Arrington,Twp,Wayne,2019,27437.87
Arrington,Twp,Wayne,2020,40946.25
Arrington,Twp,Wayne,2021,40794.04
Arrowsmith,Twp,McLean,2005,71863.09
Arrowsmith,Twp,McLean,2006,72487.43999999999
Arrowsmith,Twp,McLean,2007,73205.8
Arrowsmith,Twp,McLean,2008,70868.31
Arrowsmith,Twp,McLean,2009,66109.79
Arrowsmith,Twp,McLean,2010,65012.01
